City	Shape	State	lat	long
Kilgore	Light	TX	32.3803	-94.869
Kerrville	Light	TX	30.0516	-99.1453
Kemah	Light	TX	29.5431	-95.0183
Keller	Light	TX	32.9309	-97.2265
Kaufman	Light	TX	32.5897	-96.3109
Katy	Light	TX	29.7877	-95.8233
Junction	Light	TX	30.4893	-99.7714
Jonestown	Light	TX	30.4924	-97.922
Jewett	Light	TX	31.3604	-96.1452
Jamaica Beach	Light	TX	29.1825	-94.9735
Italy	Light	TX	32.1861	-96.8882
Irving	Light	TX	32.8135	-96.9555
Hutto	Light	TX	30.5436	-97.5429
Hurst	Light	TX	32.8411	-97.1862
Huntsville	Light	TX	30.7238	-95.5522
Huntington	Light	TX	31.2826	-94.5741
Humble	Light	TX	30.0002	-95.2686
Huffman	Light	TX	30.025	-95.0844
Houston	Light	TX	29.7606	-95.3697
Horizon City	Light	TX	31.6827	-106.1866
Hooks	Light	TX	33.474	-94.2893
Honey Grove	Light	TX	33.5829	-95.9096
Hockley	Light	TX	30.0264	-95.846
Hitchcock	Light	TX	29.3467	-95.0105
Hillsboro	Light	TX	32.0113	-97.1302
High Island	Light	TX	29.562	-94.3946
Harper	Light	TX	30.3001	-99.2494
Harlingen	Light	TX	26.1899	-97.6956
Harker Heights	Light	TX	31.0883	-97.6595
Hamilton	Light	TX	31.7036	-98.1237
Haltom City	Light	TX	32.8096	-97.2746
Gunter	Light	TX	33.4469	-96.7434
Gun Barrel City	Light	TX	32.3309	-96.1467
Groves	Light	TX	29.9457	-93.9197
Grapevine	Light	TX	32.9395	-97.0784
Grandview	Light	TX	32.2704	-97.1812
Grand Saline	Light	TX	32.6745	-95.709
Grand Prairie	Light	TX	32.7477	-97.0072
Graford	Light	TX	32.9386	-98.2477
Goree	Light	TX	33.4672	-99.5238
Goodrich	Light	TX	30.6061	-94.9468
Goldsmith	Light	TX	31.9809	-102.6149
Glen Rose	Light	TX	32.2346	-97.7554
Gilmer	Light	TX	32.7297	-94.9448
Georgetown	Light	TX	30.6379	-97.677
Garland	Light	TX	32.9143	-96.6365
Galveston	Light	TX	29.2953	-94.8079
Galena Park	Light	TX	29.7325	-95.2425
Gainesville	Light	TX	33.6243	-97.143
Frost	Light	TX	32.0823	-96.808
Fritch	Light	TX	35.6461	-101.593
Frisco	Light	TX	33.1506	-96.8335
Freeport	Light	TX	28.9496	-95.3443
Fredericksburg	Light	TX	30.275	-98.8721
Franklin	Light	TX	31.0266	-96.4859
Fort Worth	Light	TX	32.751	-97.3309
Fort Stockton	Light	TX	30.8946	-102.8845
Fort Hood	Light	TX	31.1227	-97.7984
Fort Davis	Light	TX	30.5885	-103.8947
Flower Mound	Light	TX	33.0344	-97.0579
Ferris	Light	TX	32.5321	-96.66
Farwell	Light	TX	34.3969	-103.0327
Farmers Branch	Light	TX	32.9218	-96.8927
Eustace	Light	TX	32.3082	-96.007
Euless	Light	TX	32.8397	-97.0915
Ennis	Light	TX	32.3296	-96.6237
Emory	Light	TX	32.8748	-95.7652
Elkhart	Light	TX	31.6252	-95.5797
Elgin	Light	TX	30.349	-97.371
El Paso	Light	TX	31.7592	-106.4875
Edinburg	Light	TX	26.3012	-98.1608
Eastland	Light	TX	32.4014	-98.8181
Dumas	Light	TX	35.8454	-101.9734
Dublin	Light	TX	32.0851	-98.3419
Dripping Springs	Light	TX	30.1916	-98.0797
Dickinson	Light	TX	29.4608	-95.0503
Diboll	Light	TX	31.1828	-94.7824
Denton	Light	TX	33.2166	-97.1316
Del Rio	Light	TX	29.3662	-100.8982
Dean	Light	TX	33.9456	-98.3525
De Leon	Light	TX	32.1166	-98.5351
Dayton	Light	TX	30.0448	-94.8885
Dallas	Light	TX	32.7782	-96.7954
Cypress	Light	TX	29.9758	-95.6779
Cuero	Light	TX	29.0935	-97.2893
Crowley	Light	TX	32.579	-97.3579
Crosby	Light	TX	29.9066	-95.065
Coyanosa	Light	TX	31.2422	-103.0675
Covington	Light	TX	32.1784	-97.2579
Cotulla	Light	TX	28.4386	-99.2415
Corsicana	Light	TX	32.0916	-96.4633
Corpus Christi	Light	TX	27.7964	-97.4037
Coppell	Light	TX	32.9765	-96.9913
Converse	Light	TX	29.5153	-98.3121
Conroe	Light	TX	30.3122	-95.4559
Commerce	Light	TX	33.2504	-95.8982
Comfort	Light	TX	29.9703	-98.904
Comanche	Light	TX	31.8974	-98.6033
Colleyville	Light	TX	32.8846	-97.157
College Station	Light	TX	30.6205	-96.3259
Coleman	Light	TX	31.8272	-99.4268
Cleburne	Light	TX	32.3504	-97.3876
Christoval	Light	TX	31.1897	-100.4975
China Spring	Light	TX	31.653	-97.3059
China	Light	TX	30.0472	-94.3351
Childress	Light	TX	34.4294	-100.2108
Chappell Hill	Light	TX	30.1433	-96.255
Centerville	Light	TX	31.258	-95.9781
Cedar Park	Light	TX	30.5066	-97.8219
Cedar Hill	Light	TX	32.5887	-96.956
Carthage	Light	TX	32.166	-94.3418
Carrollton	Light	TX	32.9756	-96.8902
Carlton	Light	TX	31.9172	-98.1726
Canyon Lake	Light	TX	29.875	-98.2631
Canyon	Light	TX	34.9856	-101.9363
Canton	Light	TX	32.5559	-95.8613
Burton	Light	TX	30.182	-96.5958
Burnet	Light	TX	30.7584	-98.2272
Burleson	Light	TX	32.5631	-97.3217
Buna	Light	TX	30.4346	-93.9631
Bulverde	Light	TX	29.7461	-98.4517
Buffalo	Light	TX	31.4648	-96.0556
Buda	Light	TX	30.0813	-97.8432
Bryan	Light	TX	30.671	-96.3704
Brownwood	Light	TX	31.7253	-98.9807
Brownsville	Light	TX	25.9021	-97.4992
Brownfield	Light	TX	33.18	-102.275
Brookshire	Light	TX	29.7863	-95.9562
Brenham	Light	TX	30.166	-96.4
Brady	Light	TX	31.1348	-99.3365
Borger	Light	TX	35.6679	-101.3904
Bonham	Light	TX	33.5785	-96.178
Bogata	Light	TX	33.4713	-95.2137
Blackwell	Light	TX	32.0872	-100.318
Big Spring	Light	TX	32.2503	-101.4791
Big Lake	Light	TX	31.1922	-101.4673
Bertram	Light	TX	30.7438	-98.0555
Benbrook	Light	TX	32.6786	-97.4526
Ben Wheeler	Light	TX	32.447	-95.7058
Belton	Light	TX	31.0571	-97.4635
Beeville	Light	TX	28.402	-97.7494
Bedford	Light	TX	32.8405	-97.1419
Beckville	Light	TX	32.2431	-94.4555
Beaumont	Light	TX	30.0862	-94.1014
Beach City	Light	TX	29.6658	-94.8887
Baytown	Light	TX	29.7286	-94.9966
Bay City	Light	TX	28.983	-95.9694
Bastrop	Light	TX	30.1105	-97.3194
Bandera	Light	TX	29.7258	-99.0692
Baird	Light	TX	32.3944	-99.3949
Azle	Light	TX	32.8835	-97.5371
Austin	Light	TX	30.2676	-97.743
Aubrey	Light	TX	33.3039	-96.9863
Athens	Light	TX	32.2043	-95.8555
Atascocita	Light	TX	29.9985	-95.1777
Aspermont	Light	TX	33.1502	-100.2161
Arp	Light	TX	32.2251	-95.0599
Arlington	Light	TX	32.7356	-97.1077
Aransas Pass	Light	TX	27.9033	-97.1478
Angleton	Light	TX	29.1645	-95.432
Amarillo	Light	TX	35.2073	-101.8339
Alvin	Light	TX	29.4238	-95.2454
Alvarado	Light	TX	32.4069	-97.2108
Alto	Light	TX	31.6512	-95.073
Alpine	Light	TX	30.3587	-103.6612
Allen	Light	TX	33.1011	-96.6745
Alice	Light	TX	27.7508	-98.065
Aledo	Light	TX	32.696	-97.605
Abilene	Light	TX	32.4492	-99.7414
Whitney	Formation	TX	31.9519	-97.3218
Weslaco	Formation	TX	26.1593	-97.9907
Weatherford	Formation	TX	32.759	-97.801
Tomball	Formation	TX	30.0958	-95.6171
The Woodlands	Formation	TX	30.1575	-95.4558
Terrell	Formation	TX	32.7378	-96.2749
Sulphur Springs	Formation	TX	33.138	-95.6029
Sullivan City	Formation	TX	26.2777	-98.5648
Stephenville	Formation	TX	32.2203	-98.202
Seabrook	Formation	TX	29.564	-95.0245
San Saba	Formation	TX	31.1958	-98.7165
San Marcos	Formation	TX	29.8861	-97.9282
San Antonio	Formation	TX	29.4246	-98.4946
San Angelo	Formation	TX	31.4615	-100.4424
Salado	Formation	TX	30.9424	-97.5374
Royse City	Formation	TX	32.975	-96.3331
Riverside	Formation	TX	30.8508	-95.4052
Richardson	Formation	TX	32.9607	-96.733
Rancho Viejo	Formation	TX	26.0448	-97.5499
Quinlan	Formation	TX	32.9104	-96.1371
Presidio	Formation	TX	29.5616	-104.3717
Plano	Formation	TX	33.0208	-96.6992
Pilot Point	Formation	TX	33.3967	-96.9598
Pflugerville	Formation	TX	30.4406	-97.6199
Orange	Formation	TX	30.0931	-93.7367
Omaha	Formation	TX	33.1809	-94.7433
Odessa	Formation	TX	31.8492	-102.3752
New Caney	Formation	TX	30.1548	-95.2135
New Braunfels	Formation	TX	29.6989	-98.1209
Nacogdoches	Formation	TX	31.6036	-94.6556
Moore	Formation	TX	29.056	-99.0104
Missouri City	Formation	TX	29.607	-95.527
Midlothian	Formation	TX	32.4844	-96.9937
Midland	Formation	TX	32	-102.0745
Mico	Formation	TX	29.5546	-98.905
Lewisville	Formation	TX	33.0472	-96.9959
Leon Valley	Formation	TX	29.4926	-98.6166
Lago Vista	Formation	TX	30.4532	-97.9876
Kingwood	Formation	TX	30.0509	-95.1805
Kerens	Formation	TX	32.129	-96.2259
Keller	Formation	TX	32.9309	-97.2265
Johnson City	Formation	TX	30.2767	-98.4114
Irving	Formation	TX	32.8135	-96.9555
Hutto	Formation	TX	30.5436	-97.5429
Humble	Formation	TX	30.0002	-95.2686
Houston	Formation	TX	29.7606	-95.3697
Hondo	Formation	TX	29.3476	-99.1408
Haslet	Formation	TX	32.9748	-97.3485
Goldthwaite	Formation	TX	31.4509	-98.568
Garland	Formation	TX	32.9143	-96.6365
Galveston	Formation	TX	29.2953	-94.8079
Fort Worth	Formation	TX	32.751	-97.3309
Flower Mound	Formation	TX	33.0344	-97.0579
Fairfield	Formation	TX	31.7251	-96.1622
Encinal	Formation	TX	28.0462	-99.3567
El Paso	Formation	TX	31.7592	-106.4875
Dickinson	Formation	TX	29.4608	-95.0503
Denton	Formation	TX	33.2166	-97.1316
De Leon	Formation	TX	32.1166	-98.5351
Dallas	Formation	TX	32.7782	-96.7954
Cypress	Formation	TX	29.9758	-95.6779
Corpus Christi	Formation	TX	27.7964	-97.4037
Coppell	Formation	TX	32.9765	-96.9913
Comanche	Formation	TX	31.8974	-98.6033
College Station	Formation	TX	30.6205	-96.3259
Cisco	Formation	TX	32.3877	-98.979
Cedar Park	Formation	TX	30.5066	-97.8219
Cedar Hill	Formation	TX	32.5887	-96.956
Carrollton	Formation	TX	32.9756	-96.8902
Canyon	Formation	TX	34.9856	-101.9363
Brazoria	Formation	TX	29.0497	-95.562
Baytown	Formation	TX	29.7286	-94.9966
Bastrop	Formation	TX	30.1105	-97.3194
Austin	Formation	TX	30.2676	-97.743
Arlington	Formation	TX	32.7356	-97.1077
Angleton	Formation	TX	29.1645	-95.432
Amarillo	Formation	TX	35.2073	-101.8339
Aledo	Formation	TX	32.696	-97.605
Abilene	Formation	TX	32.4492	-99.7414
Wichita Falls	Flash	TX	33.9083	-98.501
Weatherford	Flash	TX	32.759	-97.801
Tyler	Flash	TX	32.3476	-95.2943
Tuscola	Flash	TX	32.2096	-99.7971
Tomball	Flash	TX	30.0958	-95.6171
The Colony	Flash	TX	33.0979	-96.8925
Tennyson	Flash	TX	31.7424	-100.2856
Stephenville	Flash	TX	32.2203	-98.202
Seguin	Flash	TX	29.5695	-97.9647
Sanger	Flash	TX	33.3623	-97.1717
San Antonio	Flash	TX	29.4246	-98.4946
San Angelo	Flash	TX	31.4615	-100.4424
Round Rock	Flash	TX	30.509	-97.6772
Princeton	Flash	TX	33.1807	-96.4971
Pleasanton	Flash	TX	28.9674	-98.4788
Petersburg	Flash	TX	33.8745	-101.5979
Payne Springs	Flash	TX	32.2782	-96.0682
Pasadena	Flash	TX	29.6908	-95.1957
Nederland	Flash	TX	29.9783	-93.9919
Navasota	Flash	TX	30.3881	-96.0878
Murphy	Flash	TX	33.0178	-96.6127
Moran	Flash	TX	32.5477	-99.1654
Missouri City	Flash	TX	29.607	-95.527
McAllen	Flash	TX	26.2074	-98.2294
Mansfield	Flash	TX	32.5651	-97.1419
Liberty Hill	Flash	TX	30.664	-97.922
Lewisville	Flash	TX	33.0472	-96.9959
Killeen	Flash	TX	31.1169	-97.7274
Jacksonville	Flash	TX	31.963	-95.2702
Ingram	Flash	TX	30.0751	-99.2385
Houston	Flash	TX	29.7606	-95.3697
Highland Village	Flash	TX	33.0854	-97.0534
Hereford	Flash	TX	34.8122	-102.4058
Hardin	Flash	TX	30.1556	-94.7391
Georgetown	Flash	TX	30.6379	-97.677
George West	Flash	TX	28.3308	-98.1161
Gatesville	Flash	TX	31.4349	-97.7437
Garland	Flash	TX	32.9143	-96.6365
Frisco	Flash	TX	33.1506	-96.8335
Fort Stockton	Flash	TX	30.8946	-102.8845
Eastland	Flash	TX	32.4014	-98.8181
Dallas	Flash	TX	32.7782	-96.7954
Cushing	Flash	TX	31.8169	-94.8419
Crystal City	Flash	TX	28.6781	-99.8286
Cross Plains	Flash	TX	32.1213	-99.1655
Copperas Cove	Flash	TX	31.1242	-97.9036
Clifton	Flash	TX	31.7819	-97.5767
Cleveland	Flash	TX	30.343	-95.0896
Center	Flash	TX	31.7962	-94.1797
Carrollton	Flash	TX	32.9756	-96.8902
Buffalo	Flash	TX	31.4648	-96.0556
Buda	Flash	TX	30.0813	-97.8432
Belton	Flash	TX	31.0571	-97.4635
Beeville	Flash	TX	28.402	-97.7494
Beaumont	Flash	TX	30.0862	-94.1014
Bandera	Flash	TX	29.7258	-99.0692
Austin	Flash	TX	30.2676	-97.743
Arlington	Flash	TX	32.7356	-97.1077
Angleton	Flash	TX	29.1645	-95.432
Amarillo	Flash	TX	35.2073	-101.8339
Aledo	Flash	TX	32.696	-97.605
Wylie	Fireball	TX	33.023	-96.5149
Woodville	Fireball	TX	30.7753	-94.4143
Wolfforth	Fireball	TX	33.5099	-102.009
Winnie	Fireball	TX	29.8204	-94.3847
Wichita Falls	Fireball	TX	33.9083	-98.501
West Columbia	Fireball	TX	29.1435	-95.644
Waco	Fireball	TX	31.5718	-97.1495
Valley Mills	Fireball	TX	31.6601	-97.4721
Tyler	Fireball	TX	32.3476	-95.2943
Tilden	Fireball	TX	28.4613	-98.5491
The Woodlands	Fireball	TX	30.1575	-95.4558
Terlingua	Fireball	TX	29.3211	-103.616
Teague	Fireball	TX	31.6277	-96.284
Sugar Land	Fireball	TX	29.633	-95.5995
Spring Branch	Fireball	TX	29.9205	-98.4107
Spring	Fireball	TX	30.0845	-95.4193
Southlake	Fireball	TX	32.9426	-97.1312
Selma	Fireball	TX	29.5895	-98.3047
Seguin	Fireball	TX	29.5695	-97.9647
Santa Fe	Fireball	TX	29.3704	-95.0826
San Antonio	Fireball	TX	29.4246	-98.4946
San Angelo	Fireball	TX	31.4615	-100.4424
Saginaw	Fireball	TX	32.8586	-97.3695
Rowlett	Fireball	TX	32.901	-96.5696
Round Rock	Fireball	TX	30.509	-97.6772
Rosanky	Fireball	TX	29.9292	-97.2945
Richwood	Fireball	TX	29.0596	-95.4059
Richardson	Fireball	TX	32.9607	-96.733
Porter	Fireball	TX	30.1041	-95.2348
Plano	Fireball	TX	33.0208	-96.6992
Pharr	Fireball	TX	26.1949	-98.1837
Pflugerville	Fireball	TX	30.4406	-97.6199
Pep	Fireball	TX	33.8157	-102.5586
Pearland	Fireball	TX	29.5524	-95.2553
Pampa	Fireball	TX	35.5319	-100.9588
Odessa	Fireball	TX	31.8492	-102.3752
Newton	Fireball	TX	30.8484	-93.7602
New Caney	Fireball	TX	30.1548	-95.2135
New Braunfels	Fireball	TX	29.6989	-98.1209
Needville	Fireball	TX	29.3989	-95.8375
Nacogdoches	Fireball	TX	31.6036	-94.6556
Montgomery	Fireball	TX	30.3886	-95.6963
Missouri City	Fireball	TX	29.607	-95.527
Mexia	Fireball	TX	31.6843	-96.478
Meridian	Fireball	TX	31.9235	-97.6568
McKinney	Fireball	TX	33.199	-96.615
Lubbock	Fireball	TX	33.5845	-101.845
Longview	Fireball	TX	32.5006	-94.7406
Lewisville	Fireball	TX	33.0472	-96.9959
League City	Fireball	TX	29.5025	-95.0946
Lavon	Fireball	TX	33.0267	-96.4335
Laredo	Fireball	TX	27.5309	-99.5022
Lake Jackson	Fireball	TX	29.0344	-95.4463
Lake Dallas	Fireball	TX	33.1192	-97.0276
La Pryor	Fireball	TX	28.9416	-99.8493
Kingwood	Fireball	TX	30.0509	-95.1805
Keller	Fireball	TX	32.9309	-97.2265
Kaufman	Fireball	TX	32.5897	-96.3109
Katy	Fireball	TX	29.7877	-95.8233
Johnson City	Fireball	TX	30.2767	-98.4114
Irving	Fireball	TX	32.8135	-96.9555
Ingleside	Fireball	TX	27.8812	-97.2089
Hurst	Fireball	TX	32.8411	-97.1862
Humble	Fireball	TX	30.0002	-95.2686
Huffman	Fireball	TX	30.025	-95.0844
Houston	Fireball	TX	29.7606	-95.3697
Highlands	Fireball	TX	29.8189	-95.0535
Highland Village	Fireball	TX	33.0854	-97.0534
Hidalgo	Fireball	TX	26.099	-98.2691
Hallettsville	Fireball	TX	29.4471	-96.9428
Grapevine	Fireball	TX	32.9395	-97.0784
Granger	Fireball	TX	30.7182	-97.443
Grand Prairie	Fireball	TX	32.7477	-97.0072
Garland	Fireball	TX	32.9143	-96.6365
Galveston	Fireball	TX	29.2953	-94.8079
Fulshear	Fireball	TX	29.6906	-95.9
Friendswood	Fireball	TX	29.53	-95.2002
Fredericksburg	Fireball	TX	30.275	-98.8721
Fort Worth	Fireball	TX	32.751	-97.3309
Fort Davis	Fireball	TX	30.5885	-103.8947
Forney	Fireball	TX	32.749	-96.4705
Flower Mound	Fireball	TX	33.0344	-97.0579
Floresville	Fireball	TX	29.133	-98.1566
Ferris	Fireball	TX	32.5321	-96.66
Eureka	Fireball	TX	32.0152	-96.3066
Euless	Fireball	TX	32.8397	-97.0915
Emory	Fireball	TX	32.8748	-95.7652
El Paso	Fireball	TX	31.7592	-106.4875
Dripping Springs	Fireball	TX	30.1916	-98.0797
Denton	Fireball	TX	33.2166	-97.1316
Dallas	Fireball	TX	32.7782	-96.7954
Cypress	Fireball	TX	29.9758	-95.6779
Cushing	Fireball	TX	31.8169	-94.8419
Corpus Christi	Fireball	TX	27.7964	-97.4037
Coppell	Fireball	TX	32.9765	-96.9913
Conroe	Fireball	TX	30.3122	-95.4559
Columbus	Fireball	TX	29.7064	-96.5463
College Station	Fireball	TX	30.6205	-96.3259
Coleman	Fireball	TX	31.8272	-99.4268
Cleveland	Fireball	TX	30.343	-95.0896
Center	Fireball	TX	31.7962	-94.1797
Cedar Park	Fireball	TX	30.5066	-97.8219
Carmine	Fireball	TX	30.1501	-96.6839
Canyon Lake	Fireball	TX	29.875	-98.2631
Canyon	Fireball	TX	34.9856	-101.9363
Calvert	Fireball	TX	30.9777	-96.6736
Burnet	Fireball	TX	30.7584	-98.2272
Burleson	Fireball	TX	32.5631	-97.3217
Buffalo	Fireball	TX	31.4648	-96.0556
Brownwood	Fireball	TX	31.7253	-98.9807
Bonham	Fireball	TX	33.5785	-96.178
Bertram	Fireball	TX	30.7438	-98.0555
Baytown	Fireball	TX	29.7286	-94.9966
Bastrop	Fireball	TX	30.1105	-97.3194
Baird	Fireball	TX	32.3944	-99.3949
Azle	Fireball	TX	32.8835	-97.5371
Austin	Fireball	TX	30.2676	-97.743
Aubrey	Fireball	TX	33.3039	-96.9863
Atlanta	Fireball	TX	33.1153	-94.1681
Athens	Fireball	TX	32.2043	-95.8555
Atascocita	Fireball	TX	29.9985	-95.1777
Arlington	Fireball	TX	32.7356	-97.1077
Anson	Fireball	TX	32.7513	-99.8968
Anna	Fireball	TX	33.3496	-96.5512
Amarillo	Fireball	TX	35.2073	-101.8339
Alvin	Fireball	TX	29.4238	-95.2454
Alvarado	Fireball	TX	32.4069	-97.2108
Aledo	Fireball	TX	32.696	-97.605
Albany	Fireball	TX	32.7234	-99.2963
Addison	Fireball	TX	32.954	-96.8177
Abilene	Fireball	TX	32.4492	-99.7414
Winters	Egg	TX	31.9577	-99.9635
Winnsboro	Egg	TX	32.9578	-95.2902
Whitewright	Egg	TX	33.5127	-96.3933
Waco	Egg	TX	31.5718	-97.1495
Spring	Egg	TX	30.0845	-95.4193
San Antonio	Egg	TX	29.4246	-98.4946
Rowlett	Egg	TX	32.901	-96.5696
Round Rock	Egg	TX	30.509	-97.6772
Plainview	Egg	TX	34.1977	-101.6981
New Boston	Egg	TX	33.4603	-94.4171
Muenster	Egg	TX	33.652	-97.3763
Mineola	Egg	TX	32.664	-95.4879
Mexia	Egg	TX	31.6843	-96.478
Lewisville	Egg	TX	33.0472	-96.9959
Lamesa	Egg	TX	32.7365	-101.9517
Katy	Egg	TX	29.7877	-95.8233
Houston	Egg	TX	29.7606	-95.3697
Fischer	Egg	TX	29.976	-98.265
Emory	Egg	TX	32.8748	-95.7652
Duncanville	Egg	TX	32.6462	-96.905
Dripping Springs	Egg	TX	30.1916	-98.0797
Dallas	Egg	TX	32.7782	-96.7954
Covington	Egg	TX	32.1784	-97.2579
Buda	Egg	TX	30.0813	-97.8432
Bonham	Egg	TX	33.5785	-96.178
Bertram	Egg	TX	30.7438	-98.0555
Austin	Egg	TX	30.2676	-97.743
Arlington	Egg	TX	32.7356	-97.1077
Allen	Egg	TX	33.1011	-96.6745
Wolfforth	Disk	TX	33.5099	-102.009
Wichita Falls	Disk	TX	33.9083	-98.501
Whitehouse	Disk	TX	32.2263	-95.2261
Waxahachie	Disk	TX	32.3861	-96.8484
Vega	Disk	TX	35.2425	-102.4284
Van Horn	Disk	TX	31.0415	-104.8308
Van Alstyne	Disk	TX	33.4218	-96.5768
Tuscola	Disk	TX	32.2096	-99.7971
Tomball	Disk	TX	30.0958	-95.6171
The Colony	Disk	TX	33.0979	-96.8925
Texas City	Disk	TX	29.3928	-94.9251
Texarkana	Disk	TX	33.4256	-94.0482
Terrell	Disk	TX	32.7378	-96.2749
Sulphur Springs	Disk	TX	33.138	-95.6029
Stephenville	Disk	TX	32.2203	-98.202
Spurger	Disk	TX	30.6925	-94.1817
Spicewood	Disk	TX	30.474	-98.1558
Snyder	Disk	TX	32.7171	-100.9178
Sherman	Disk	TX	33.636	-96.6091
Seguin	Disk	TX	29.5695	-97.9647
Schertz	Disk	TX	29.568	-98.2721
Santa Fe	Disk	TX	29.3704	-95.0826
San Marcos	Disk	TX	29.8861	-97.9282
San Elizario	Disk	TX	31.588	-106.2722
San Antonio	Disk	TX	29.4246	-98.4946
Royse City	Disk	TX	32.975	-96.3331
Rowlett	Disk	TX	32.901	-96.5696
Round Rock	Disk	TX	30.509	-97.6772
Rockport	Disk	TX	28.0273	-97.0548
Richardson	Disk	TX	32.9607	-96.733
Post	Disk	TX	33.1909	-101.3776
Port Isabel	Disk	TX	26.0774	-97.2084
Plano	Disk	TX	33.0208	-96.6992
Pecos	Disk	TX	31.4256	-103.4942
Pasadena	Disk	TX	29.6908	-95.1957
Paris	Disk	TX	33.6613	-95.5636
Odessa	Disk	TX	31.8492	-102.3752
North Richland Hills	Disk	TX	32.8385	-97.2266
Nolanville	Disk	TX	31.0786	-97.6054
Nixon	Disk	TX	29.2675	-97.764
Newark	Disk	TX	33.002	-97.4832
New Braunfels	Disk	TX	29.6989	-98.1209
Moody	Disk	TX	31.3083	-97.3611
Montgomery	Disk	TX	30.3886	-95.6963
Mission	Disk	TX	26.2156	-98.3258
Millsap	Disk	TX	32.7468	-98.0092
Midland	Disk	TX	32	-102.0745
Mesquite	Disk	TX	32.7834	-96.6021
Merkel	Disk	TX	32.4708	-100.0136
McAllen	Disk	TX	26.2074	-98.2294
Marshall	Disk	TX	32.5463	-94.3501
Mansfield	Disk	TX	32.5651	-97.1419
Magnolia	Disk	TX	30.211	-95.7544
Lumberton	Disk	TX	30.2674	-94.1999
Lufkin	Disk	TX	31.3424	-94.7183
Longview	Disk	TX	32.5006	-94.7406
Lometa	Disk	TX	31.2167	-98.3934
Livingston	Disk	TX	30.7109	-94.9378
League City	Disk	TX	29.5025	-95.0946
Laredo	Disk	TX	27.5309	-99.5022
Lakeway	Disk	TX	30.3627	-97.98
Lake Jackson	Disk	TX	29.0344	-95.4463
Laguna Vista	Disk	TX	26.1021	-97.2914
La Porte	Disk	TX	29.6525	-95.0248
La Joya	Disk	TX	26.2476	-98.4795
Krum	Disk	TX	33.2614	-97.2378
Kingwood	Disk	TX	30.0509	-95.1805
Kingsville	Disk	TX	27.5157	-97.8554
Kennedale	Disk	TX	32.6492	-97.2248
Katy	Disk	TX	29.7877	-95.8233
Junction	Disk	TX	30.4893	-99.7714
Ingleside	Disk	TX	27.8812	-97.2089
Hurst	Disk	TX	32.8411	-97.1862
Huntsville	Disk	TX	30.7238	-95.5522
Humble	Disk	TX	30.0002	-95.2686
Houston	Disk	TX	29.7606	-95.3697
Honey Grove	Disk	TX	33.5829	-95.9096
Holliday	Disk	TX	33.8162	-98.6945
Hico	Disk	TX	31.9826	-98.0322
Groveton	Disk	TX	31.0556	-95.1273
Groom	Disk	TX	35.2005	-101.1074
Granite Shoals	Disk	TX	30.5967	-98.3816
Grand Prairie	Disk	TX	32.7477	-97.0072
Granbury	Disk	TX	32.4423	-97.7943
Golden	Disk	TX	32.7298	-95.5628
Garland	Disk	TX	32.9143	-96.6365
Fulshear	Disk	TX	29.6906	-95.9
Freer	Disk	TX	27.8827	-98.6177
Fredericksburg	Disk	TX	30.275	-98.8721
Fort Worth	Disk	TX	32.751	-97.3309
Fort Stockton	Disk	TX	30.8946	-102.8845
Fort Hood	Disk	TX	31.1227	-97.7984
