City	Shape	State	lat	long
Fort Davis	Disk	TX	30.5885	-103.8947
Flower Mound	Disk	TX	33.0344	-97.0579
Farmers Branch	Disk	TX	32.9218	-96.8927
Euless	Disk	TX	32.8397	-97.0915
Elgin	Disk	TX	30.349	-97.371
Electra	Disk	TX	34.0294	-98.9251
El Paso	Disk	TX	31.7592	-106.4875
Dilley	Disk	TX	28.6669	-99.1686
Devine	Disk	TX	29.1407	-98.9054
Denton	Disk	TX	33.2166	-97.1316
Decatur	Disk	TX	33.2347	-97.586
Dallas	Disk	TX	32.7782	-96.7954
Cross Roads	Disk	TX	33.2308	-97.003
Crosby	Disk	TX	29.9066	-95.065
Crandall	Disk	TX	32.6276	-96.451
Coyanosa	Disk	TX	31.2422	-103.0675
Corpus Christi	Disk	TX	27.7964	-97.4037
Converse	Disk	TX	29.5153	-98.3121
Conroe	Disk	TX	30.3122	-95.4559
College Station	Disk	TX	30.6205	-96.3259
Cleburne	Disk	TX	32.3504	-97.3876
Chatfield	Disk	TX	32.2412	-96.4091
Cedar Park	Disk	TX	30.5066	-97.8219
Caldwell	Disk	TX	30.5324	-96.6929
Caddo Mills	Disk	TX	33.0656	-96.2269
Burnet	Disk	TX	30.7584	-98.2272
Brownwood	Disk	TX	31.7253	-98.9807
Brownsville	Disk	TX	25.9021	-97.4992
Brady	Disk	TX	31.1348	-99.3365
Boyd	Disk	TX	33.0786	-97.5608
Borger	Disk	TX	35.6679	-101.3904
Bogata	Disk	TX	33.4713	-95.2137
Boerne	Disk	TX	29.7896	-98.7293
Beaumont	Disk	TX	30.0862	-94.1014
Bastrop	Disk	TX	30.1105	-97.3194
Austin	Disk	TX	30.2676	-97.743
Atascocita	Disk	TX	29.9985	-95.1777
Arlington	Disk	TX	32.7356	-97.1077
Argyle	Disk	TX	33.1215	-97.1854
Amarillo	Disk	TX	35.2073	-101.8339
Alice	Disk	TX	27.7508	-98.065
Aledo	Disk	TX	32.696	-97.605
Abilene	Disk	TX	32.4492	-99.7414
Wichita Falls	Diamond	TX	33.9083	-98.501
Valley View	Diamond	TX	33.4882	-97.1648
Temple	Diamond	TX	31.0975	-97.343
Spring	Diamond	TX	30.0845	-95.4193
San Marcos	Diamond	TX	29.8861	-97.9282
San Antonio	Diamond	TX	29.4246	-98.4946
Round Rock	Diamond	TX	30.509	-97.6772
Richardson	Diamond	TX	32.9607	-96.733
Princeton	Diamond	TX	33.1807	-96.4971
Pennington	Diamond	TX	31.1914	-95.235
Panhandle	Diamond	TX	35.3531	-101.3818
Orange	Diamond	TX	30.0931	-93.7367
Odessa	Diamond	TX	31.8492	-102.3752
Lago Vista	Diamond	TX	30.4532	-97.9876
Kingwood	Diamond	TX	30.0509	-95.1805
Kerrville	Diamond	TX	30.0516	-99.1453
Kennedale	Diamond	TX	32.6492	-97.2248
Katy	Diamond	TX	29.7877	-95.8233
Jayton	Diamond	TX	33.2478	-100.5737
Irving	Diamond	TX	32.8135	-96.9555
Houston	Diamond	TX	29.7606	-95.3697
Happy	Diamond	TX	34.7429	-101.8526
Garland	Diamond	TX	32.9143	-96.6365
Friendswood	Diamond	TX	29.53	-95.2002
El Paso	Diamond	TX	31.7592	-106.4875
Deweyville	Diamond	TX	30.3015	-93.7496
Denton	Diamond	TX	33.2166	-97.1316
Del Rio	Diamond	TX	29.3662	-100.8982
Dallas	Diamond	TX	32.7782	-96.7954
Cushing	Diamond	TX	31.8169	-94.8419
Crosby	Diamond	TX	29.9066	-95.065
Copperas Cove	Diamond	TX	31.1242	-97.9036
Conroe	Diamond	TX	30.3122	-95.4559
Colorado City	Diamond	TX	32.3881	-100.861
Cameron	Diamond	TX	30.8532	-96.977
Caldwell	Diamond	TX	30.5324	-96.6929
Brownsville	Diamond	TX	25.9021	-97.4992
Bronte	Diamond	TX	31.8875	-100.2927
Big Bend National Park	Diamond	TX	29.3282	-103.2061
Ballinger	Diamond	TX	31.7396	-99.9471
Austin	Diamond	TX	30.2676	-97.743
Arlington	Diamond	TX	32.7356	-97.1077
Amarillo	Diamond	TX	35.2073	-101.8339
Alvin	Diamond	TX	29.4238	-95.2454
Alamo	Diamond	TX	26.1839	-98.1232
Adkins	Diamond	TX	29.385	-98.2394
Lufkin	Delta	TX	31.3424	-94.7183
Wichita Falls	Cylinder	TX	33.9083	-98.501
Waxahachie	Cylinder	TX	32.3861	-96.8484
Waco	Cylinder	TX	31.5718	-97.1495
Temple	Cylinder	TX	31.0975	-97.343
Taylor	Cylinder	TX	30.5702	-97.4096
Sugar Land	Cylinder	TX	29.633	-95.5995
Spicewood	Cylinder	TX	30.474	-98.1558
Shiner	Cylinder	TX	29.4286	-97.1711
San Marcos	Cylinder	TX	29.8861	-97.9282
San Antonio	Cylinder	TX	29.4246	-98.4946
San Angelo	Cylinder	TX	31.4615	-100.4424
Port Isabel	Cylinder	TX	26.0774	-97.2084
Plano	Cylinder	TX	33.0208	-96.6992
Palacios	Cylinder	TX	28.7015	-96.216
Odessa	Cylinder	TX	31.8492	-102.3752
North Richland Hills	Cylinder	TX	32.8385	-97.2266
Montgomery	Cylinder	TX	30.3886	-95.6963
Mesquite	Cylinder	TX	32.7834	-96.6021
McKinney	Cylinder	TX	33.199	-96.615
Mansfield	Cylinder	TX	32.5651	-97.1419
Lubbock	Cylinder	TX	33.5845	-101.845
Lewisville	Cylinder	TX	33.0472	-96.9959
Leander	Cylinder	TX	30.5791	-97.853
Lago Vista	Cylinder	TX	30.4532	-97.9876
Kosse	Cylinder	TX	31.3076	-96.6317
Kingsville	Cylinder	TX	27.5157	-97.8554
Keller	Cylinder	TX	32.9309	-97.2265
Katy	Cylinder	TX	29.7877	-95.8233
Irving	Cylinder	TX	32.8135	-96.9555
Houston	Cylinder	TX	29.7606	-95.3697
Garwood	Cylinder	TX	29.4465	-96.4014
Galveston	Cylinder	TX	29.2953	-94.8079
Fort Worth	Cylinder	TX	32.751	-97.3309
Fairfield	Cylinder	TX	31.7251	-96.1622
Eustace	Cylinder	TX	32.3082	-96.007
Driscoll	Cylinder	TX	27.6723	-97.7522
Cypress	Cylinder	TX	29.9758	-95.6779
Crosby	Cylinder	TX	29.9066	-95.065
Corpus Christi	Cylinder	TX	27.7964	-97.4037
Comfort	Cylinder	TX	29.9703	-98.904
College Station	Cylinder	TX	30.6205	-96.3259
Clyde	Cylinder	TX	32.406	-99.4965
Chillicothe	Cylinder	TX	34.2583	-99.5162
Cedar Park	Cylinder	TX	30.5066	-97.8219
Brownsville	Cylinder	TX	25.9021	-97.4992
Beaumont	Cylinder	TX	30.0862	-94.1014
Bastrop	Cylinder	TX	30.1105	-97.3194
Avinger	Cylinder	TX	32.8969	-94.5509
Austin	Cylinder	TX	30.2676	-97.743
Arlington	Cylinder	TX	32.7356	-97.1077
Anahuac	Cylinder	TX	29.773	-94.6816
Alice	Cylinder	TX	27.7508	-98.065
Webster	Cross	TX	29.5334	-95.1191
Round Rock	Cross	TX	30.509	-97.6772
North Richland Hills	Cross	TX	32.8385	-97.2266
Midland	Cross	TX	32	-102.0745
Katy	Cross	TX	29.7877	-95.8233
Carrollton	Cross	TX	32.9756	-96.8902
Azle	Cross	TX	32.8835	-97.5371
Arlington	Cross	TX	32.7356	-97.1077
Angleton	Cross	TX	29.1645	-95.432
Amarillo	Cross	TX	35.2073	-101.8339
Weslaco	Cone	TX	26.1593	-97.9907
Vidor	Cone	TX	30.1245	-94.0127
Spring	Cone	TX	30.0845	-95.4193
Seguin	Cone	TX	29.5695	-97.9647
Round Rock	Cone	TX	30.509	-97.6772
Port Mansfield	Cone	TX	26.5478	-97.4354
Plano	Cone	TX	33.0208	-96.6992
Pearland	Cone	TX	29.5524	-95.2553
Ozona	Cone	TX	30.7106	-101.2015
Harlingen	Cone	TX	26.1899	-97.6956
Granbury	Cone	TX	32.4423	-97.7943
Emory	Cone	TX	32.8748	-95.7652
Colleyville	Cone	TX	32.8846	-97.157
Austin	Cone	TX	30.2676	-97.743
Abilene	Cone	TX	32.4492	-99.7414
Woodville	Circle	TX	30.7753	-94.4143
Winfield	Circle	TX	33.1706	-95.1111
Wilmer	Circle	TX	32.5896	-96.6841
Webster	Circle	TX	29.5334	-95.1191
Waxahachie	Circle	TX	32.3861	-96.8484
Watauga	Circle	TX	32.8746	-97.255
Waco	Circle	TX	31.5718	-97.1495
Valentine	Circle	TX	30.5872	-104.4996
Uvalde	Circle	TX	29.2073	-99.7938
Turkey	Circle	TX	34.3931	-100.89
Trinity	Circle	TX	30.9461	-95.3746
Tomball	Circle	TX	30.0958	-95.6171
The Colony	Circle	TX	33.0979	-96.8925
Texhoma	Circle	TX	36.4997	-101.7881
Texas City	Circle	TX	29.3928	-94.9251
Texarkana	Circle	TX	33.4256	-94.0482
Terrell	Circle	TX	32.7378	-96.2749
Sulphur Springs	Circle	TX	33.138	-95.6029
Stinnett	Circle	TX	35.8266	-101.443
Stephenville	Circle	TX	32.2203	-98.202
Stafford	Circle	TX	29.6148	-95.5571
Springtown	Circle	TX	32.9666	-97.6834
Spring	Circle	TX	30.0845	-95.4193
Spicewood	Circle	TX	30.474	-98.1558
Smithville	Circle	TX	30.0087	-97.16
Sherman	Circle	TX	33.636	-96.6091
Shallowater	Circle	TX	33.691	-102.0003
Seminole	Circle	TX	32.7266	-102.6451
Seagoville	Circle	TX	32.6488	-96.5412
Scurry	Circle	TX	32.5175	-96.3793
Schulenburg	Circle	TX	29.6821	-96.9038
Santo	Circle	TX	32.6034	-98.2151
Santa Maria	Circle	TX	26.0782	-97.8446
Santa Fe	Circle	TX	29.3704	-95.0826
San Benito	Circle	TX	26.1323	-97.6314
San Antonio	Circle	TX	29.4246	-98.4946
San Angelo	Circle	TX	31.4615	-100.4424
Rowlett	Circle	TX	32.901	-96.5696
Round Rock	Circle	TX	30.509	-97.6772
Robstown	Circle	TX	27.7895	-97.6642
Robinson	Circle	TX	31.4704	-97.1166
Riverside	Circle	TX	30.8508	-95.4052
Rio Hondo	Circle	TX	26.2347	-97.5821
Richmond	Circle	TX	29.5827	-95.7622
Richardson	Circle	TX	32.9607	-96.733
Rancho Viejo	Circle	TX	26.0448	-97.5499
Portland	Circle	TX	27.8817	-97.3192
Port Isabel	Circle	TX	26.0774	-97.2084
Plum Grove	Circle	TX	30.2202	-95.0958
Pleasanton	Circle	TX	28.9674	-98.4788
Plano	Circle	TX	33.0208	-96.6992
Pinehurst	Circle	TX	30.1743	-95.6836
Pecos	Circle	TX	31.4256	-103.4942
Pearland	Circle	TX	29.5524	-95.2553
Pasadena	Circle	TX	29.6908	-95.1957
Pantego	Circle	TX	32.7183	-97.1492
Overton	Circle	TX	32.2749	-94.9784
Ore City	Circle	TX	32.8005	-94.7209
Orange Grove	Circle	TX	27.9574	-97.938
Odessa	Circle	TX	31.8492	-102.3752
North Zulch	Circle	TX	30.9143	-96.1076
Nixon	Circle	TX	29.2675	-97.764
Newark	Circle	TX	33.002	-97.4832
New Caney	Circle	TX	30.1548	-95.2135
New Braunfels	Circle	TX	29.6989	-98.1209
Nacogdoches	Circle	TX	31.6036	-94.6556
Morgans Point Resort	Circle	TX	31.1538	-97.4709
Montgomery	Circle	TX	30.3886	-95.6963
Mission	Circle	TX	26.2156	-98.3258
Mineola	Circle	TX	32.664	-95.4879
Mesquite	Circle	TX	32.7834	-96.6021
McKinney	Circle	TX	33.199	-96.615
McAllen	Circle	TX	26.2074	-98.2294
Mathis	Circle	TX	28.0947	-97.8289
Marfa	Circle	TX	30.3125	-104.0217
Marble Falls	Circle	TX	30.5766	-98.2731
Mansfield	Circle	TX	32.5651	-97.1419
Lufkin	Circle	TX	31.3424	-94.7183
Lubbock	Circle	TX	33.5845	-101.845
Longview	Circle	TX	32.5006	-94.7406
Livingston	Circle	TX	30.7109	-94.9378
Liverpool	Circle	TX	29.3027	-95.2825
Lewisville	Circle	TX	33.0472	-96.9959
League City	Circle	TX	29.5025	-95.0946
Laredo	Circle	TX	27.5309	-99.5022
Lantana	Circle	TX	33.0942	-97.1314
Lampasas	Circle	TX	31.0674	-98.1836
Lamesa	Circle	TX	32.7365	-101.9517
Lake Jackson	Circle	TX	29.0344	-95.4463
Lago Vista	Circle	TX	30.4532	-97.9876
LaCoste	Circle	TX	29.3101	-98.8142
La Porte	Circle	TX	29.6525	-95.0248
Kingwood	Circle	TX	30.0509	-95.1805
Killeen	Circle	TX	31.1169	-97.7274
Kilgore	Circle	TX	32.3803	-94.869
Kerrville	Circle	TX	30.0516	-99.1453
Kerens	Circle	TX	32.129	-96.2259
Kemp	Circle	TX	32.4429	-96.23
Keller	Circle	TX	32.9309	-97.2265
Katy	Circle	TX	29.7877	-95.8233
Jarrell	Circle	TX	30.8245	-97.6058
Irving	Circle	TX	32.8135	-96.9555
Hurst	Circle	TX	32.8411	-97.1862
Huntsville	Circle	TX	30.7238	-95.5522
Humble	Circle	TX	30.0002	-95.2686
Hughes Springs	Circle	TX	32.9981	-94.6315
Houston	Circle	TX	29.7606	-95.3697
Honey Grove	Circle	TX	33.5829	-95.9096
Holland	Circle	TX	30.8791	-97.4014
Highlands	Circle	TX	29.8189	-95.0535
Highland Village	Circle	TX	33.0854	-97.0534
Hico	Circle	TX	31.9826	-98.0322
Haltom City	Circle	TX	32.8096	-97.2746
Gun Barrel City	Circle	TX	32.3309	-96.1467
Groveton	Circle	TX	31.0556	-95.1273
Groves	Circle	TX	29.9457	-93.9197
Grapevine	Circle	TX	32.9395	-97.0784
Grand Prairie	Circle	TX	32.7477	-97.0072
Granbury	Circle	TX	32.4423	-97.7943
Gordon	Circle	TX	32.5486	-98.3688
Goliad	Circle	TX	28.6682	-97.3891
Glen Rose	Circle	TX	32.2346	-97.7554
Gladewater	Circle	TX	32.5363	-94.9429
Georgetown	Circle	TX	30.6379	-97.677
Garland	Circle	TX	32.9143	-96.6365
Galveston	Circle	TX	29.2953	-94.8079
Gainesville	Circle	TX	33.6243	-97.143
Gail	Circle	TX	32.7715	-101.4407
Fritch	Circle	TX	35.6461	-101.593
Frisco	Circle	TX	33.1506	-96.8335
Freer	Circle	TX	27.8827	-98.6177
Freeport	Circle	TX	28.9496	-95.3443
Fort Worth	Circle	TX	32.751	-97.3309
Fort Hood	Circle	TX	31.1227	-97.7984
Evant	Circle	TX	31.4775	-98.1519
Euless	Circle	TX	32.8397	-97.0915
Elgin	Circle	TX	30.349	-97.371
El Paso	Circle	TX	31.7592	-106.4875
Edna	Circle	TX	28.9781	-96.6462
Edinburg	Circle	TX	26.3012	-98.1608
Eagle Pass	Circle	TX	28.7092	-100.4996
Dripping Springs	Circle	TX	30.1916	-98.0797
Denton	Circle	TX	33.2166	-97.1316
Dell City	Circle	TX	31.9381	-105.2012
Del Valle	Circle	TX	30.2144	-97.6578
Dallas	Circle	TX	32.7782	-96.7954
Dale	Circle	TX	29.9273	-97.5652
Cypress	Circle	TX	29.9758	-95.6779
Crowley	Circle	TX	32.579	-97.3579
Crosby	Circle	TX	29.9066	-95.065
Corsicana	Circle	TX	32.0916	-96.4633
Corpus Christi	Circle	TX	27.7964	-97.4037
Copperas Cove	Circle	TX	31.1242	-97.9036
Converse	Circle	TX	29.5153	-98.3121
Conroe	Circle	TX	30.3122	-95.4559
Concan	Circle	TX	29.4965	-99.7167
Commerce	Circle	TX	33.2504	-95.8982
College Station	Circle	TX	30.6205	-96.3259
Coleman	Circle	TX	31.8272	-99.4268
Clyde	Circle	TX	32.406	-99.4965
Cisco	Circle	TX	32.3877	-98.979
Celina	Circle	TX	33.324	-96.7866
Celeste	Circle	TX	33.2944	-96.198
Cedar Park	Circle	TX	30.5066	-97.8219
Cedar Hill	Circle	TX	32.5887	-96.956
Carthage	Circle	TX	32.166	-94.3418
Carrollton	Circle	TX	32.9756	-96.8902
Campwood	Circle	TX	29.6697	-100.0116
Burleson	Circle	TX	32.5631	-97.3217
Brownsville	Circle	TX	25.9021	-97.4992
Brady	Circle	TX	31.1348	-99.3365
Borger	Circle	TX	35.6679	-101.3904
Boerne	Circle	TX	29.7896	-98.7293
Bivins	Circle	TX	33.0186	-94.199
Beeville	Circle	TX	28.402	-97.7494
Bedford	Circle	TX	32.8405	-97.1419
Beaumont	Circle	TX	30.0862	-94.1014
Baytown	Circle	TX	29.7286	-94.9966
Bay City	Circle	TX	28.983	-95.9694
Ballinger	Circle	TX	31.7396	-99.9471
Azle	Circle	TX	32.8835	-97.5371
Austin	Circle	TX	30.2676	-97.743
Athens	Circle	TX	32.2043	-95.8555
Atascocita	Circle	TX	29.9985	-95.1777
Arlington	Circle	TX	32.7356	-97.1077
Amarillo	Circle	TX	35.2073	-101.8339
Alvin	Circle	TX	29.4238	-95.2454
Alvarado	Circle	TX	32.4069	-97.2108
Allen	Circle	TX	33.1011	-96.6745
Alamo	Circle	TX	26.1839	-98.1232
Abilene	Circle	TX	32.4492	-99.7414
Wylie	Cigar	TX	33.023	-96.5149
Woodway	Cigar	TX	31.4961	-97.2194
Wilmer	Cigar	TX	32.5896	-96.6841
Wills Point	Cigar	TX	32.7076	-96.0088
Wichita Falls	Cigar	TX	33.9083	-98.501
Watauga	Cigar	TX	32.8746	-97.255
Victoria	Cigar	TX	28.8059	-97.0036
Tyler	Cigar	TX	32.3476	-95.2943
Tomball	Cigar	TX	30.0958	-95.6171
Temple	Cigar	TX	31.0975	-97.343
Stagecoach	Cigar	TX	30.1448	-95.7136
Springtown	Cigar	TX	32.9666	-97.6834
Spring	Cigar	TX	30.0845	-95.4193
Silverton	Cigar	TX	34.4742	-101.3032
San Antonio	Cigar	TX	29.4246	-98.4946
Robstown	Cigar	TX	27.7895	-97.6642
Rio Grande City	Cigar	TX	26.3779	-98.8147
Quinlan	Cigar	TX	32.9104	-96.1371
Port Neches	Cigar	TX	29.9914	-93.9586
Port Arthur	Cigar	TX	29.8994	-93.9295
Pleasanton	Cigar	TX	28.9674	-98.4788
Plano	Cigar	TX	33.0208	-96.6992
Pearland	Cigar	TX	29.5524	-95.2553
Pasadena	Cigar	TX	29.6908	-95.1957
Paris	Cigar	TX	33.6613	-95.5636
Orange	Cigar	TX	30.0931	-93.7367
Odessa	Cigar	TX	31.8492	-102.3752
Millsap	Cigar	TX	32.7468	-98.0092
Midland	Cigar	TX	32	-102.0745
Mercedes	Cigar	TX	26.1536	-97.9135
McKinney	Cigar	TX	33.199	-96.615
Marfa	Cigar	TX	30.3125	-104.0217
Lubbock	Cigar	TX	33.5845	-101.845
Longview	Cigar	TX	32.5006	-94.7406
Leander	Cigar	TX	30.5791	-97.853
Lake Jackson	Cigar	TX	29.0344	-95.4463
La Marque	Cigar	TX	29.3709	-94.9718
Kingsville	Cigar	TX	27.5157	-97.8554
Killeen	Cigar	TX	31.1169	-97.7274
Kemah	Cigar	TX	29.5431	-95.0183
Irving	Cigar	TX	32.8135	-96.9555
Huntsville	Cigar	TX	30.7238	-95.5522
Huffman	Cigar	TX	30.025	-95.0844
Howe	Cigar	TX	33.5059	-96.6122
Houston	Cigar	TX	29.7606	-95.3697
Hewitt	Cigar	TX	31.465	-97.1975
Hempstead	Cigar	TX	30.0975	-96.0816
Hallsville	Cigar	TX	32.5046	-94.5734
Groesbeck	Cigar	TX	31.5242	-96.5344
Grapevine	Cigar	TX	32.9395	-97.0784
Gonzales	Cigar	TX	29.5001	-97.4522
Gilmer	Cigar	TX	32.7297	-94.9448
Galveston	Cigar	TX	29.2953	-94.8079
Frisco	Cigar	TX	33.1506	-96.8335
Fort Worth	Cigar	TX	32.751	-97.3309
Fort Davis	Cigar	TX	30.5885	-103.8947
Flower Mound	Cigar	TX	33.0344	-97.0579
Euless	Cigar	TX	32.8397	-97.0915
Electra	Cigar	TX	34.0294	-98.9251
Eldorado	Cigar	TX	30.8605	-100.6007
El Paso	Cigar	TX	31.7592	-106.4875
Edinburg	Cigar	TX	26.3012	-98.1608
Eagle Pass	Cigar	TX	28.7092	-100.4996
Dripping Springs	Cigar	TX	30.1916	-98.0797
Dickinson	Cigar	TX	29.4608	-95.0503
Del Rio	Cigar	TX	29.3662	-100.8982
Dallas	Cigar	TX	32.7782	-96.7954
Corpus Christi	Cigar	TX	27.7964	-97.4037
Copperas Cove	Cigar	TX	31.1242	-97.9036
Cleveland	Cigar	TX	30.343	-95.0896
Cedar Park	Cigar	TX	30.5066	-97.8219
Carrollton	Cigar	TX	32.9756	-96.8902
Burkett	Cigar	TX	31.9978	-99.2255
Bryan	Cigar	TX	30.671	-96.3704
Blanco	Cigar	TX	30.0987	-98.4218
Big Wells	Cigar	TX	28.574	-99.569
Big Spring	Cigar	TX	32.2503	-101.4791
Bertram	Cigar	TX	30.7438	-98.0555
Benbrook	Cigar	TX	32.6786	-97.4526
Beaumont	Cigar	TX	30.0862	-94.1014
Bayview	Cigar	TX	26.1258	-97.3986
Baytown	Cigar	TX	29.7286	-94.9966
Bastrop	Cigar	TX	30.1105	-97.3194
Azle	Cigar	TX	32.8835	-97.5371
Austin	Cigar	TX	30.2676	-97.743
Aurora	Cigar	TX	33.063	-97.5097
Arlington	Cigar	TX	32.7356	-97.1077
Alvin	Cigar	TX	29.4238	-95.2454
Allen	Cigar	TX	33.1011	-96.6745
Wichita Falls	Chevron	TX	33.9083	-98.501
Waxahachie	Chevron	TX	32.3861	-96.8484
The Woodlands	Chevron	TX	30.1575	-95.4558
Spring	Chevron	TX	30.0845	-95.4193
Seagoville	Chevron	TX	32.6488	-96.5412
Santa Fe	Chevron	TX	29.3704	-95.0826
San Marcos	Chevron	TX	29.8861	-97.9282
San Benito	Chevron	TX	26.1323	-97.6314
San Antonio	Chevron	TX	29.4246	-98.4946
San Angelo	Chevron	TX	31.4615	-100.4424
Rancho Viejo	Chevron	TX	26.0448	-97.5499
Pharr	Chevron	TX	26.1949	-98.1837
Pflugerville	Chevron	TX	30.4406	-97.6199
Pecos	Chevron	TX	31.4256	-103.4942
Nederland	Chevron	TX	29.9783	-93.9919
Nacogdoches	Chevron	TX	31.6036	-94.6556
Lufkin	Chevron	TX	31.3424	-94.7183
Lubbock	Chevron	TX	33.5845	-101.845
Lindale	Chevron	TX	32.5165	-95.4099
Lake Worth	Chevron	TX	32.8113	-97.4362
Kyle	Chevron	TX	29.9884	-97.8774
Katy	Chevron	TX	29.7877	-95.8233
Houston	Chevron	TX	29.7606	-95.3697
Helotes	Chevron	TX	29.5636	-98.6867
Georgetown	Chevron	TX	30.6379	-97.677
Gatesville	Chevron	TX	31.4349	-97.7437
Garland	Chevron	TX	32.9143	-96.6365
Frisco	Chevron	TX	33.1506	-96.8335
Fort Worth	Chevron	TX	32.751	-97.3309
Euless	Chevron	TX	32.8397	-97.0915
El Paso	Chevron	TX	31.7592	-106.4875
Denton	Chevron	TX	33.2166	-97.1316
Dallas	Chevron	TX	32.7782	-96.7954
Crockett	Chevron	TX	31.3177	-95.4572
Conroe	Chevron	TX	30.3122	-95.4559
Colorado City	Chevron	TX	32.3881	-100.861
College Station	Chevron	TX	30.6205	-96.3259
Cedar Park	Chevron	TX	30.5066	-97.8219
Bryan	Chevron	TX	30.671	-96.3704
Austin	Chevron	TX	30.2676	-97.743
Arlington	Chevron	TX	32.7356	-97.1077
Amarillo	Chevron	TX	35.2073	-101.8339
Alvarado	Chevron	TX	32.4069	-97.2108
Winnie	Changing	TX	29.8204	-94.3847
Wichita Falls	Changing	TX	33.9083	-98.501
Whitney	Changing	TX	31.9519	-97.3218
Webster	Changing	TX	29.5334	-95.1191
Weatherford	Changing	TX	32.759	-97.801
Waxahachie	Changing	TX	32.3861	-96.8484
Waco	Changing	TX	31.5718	-97.1495
Vidor	Changing	TX	30.1245	-94.0127
Texas City	Changing	TX	29.3928	-94.9251
Sweetwater	Changing	TX	32.4745	-100.3993
San Antonio	Changing	TX	29.4246	-98.4946
Round Rock	Changing	TX	30.509	-97.6772
Rockport	Changing	TX	28.0273	-97.0548
Quitman	Changing	TX	32.7953	-95.4517
Plano	Changing	TX	33.0208	-96.6992
Midland	Changing	TX	32	-102.0745
Martindale	Changing	TX	29.8387	-97.8421
Lubbock	Changing	TX	33.5845	-101.845
Liberty Hill	Changing	TX	30.664	-97.922
Lewisville	Changing	TX	33.0472	-96.9959
Laredo	Changing	TX	27.5309	-99.5022
Lantana	Changing	TX	33.0942	-97.1314
Kingwood	Changing	TX	30.0509	-95.1805
Killeen	Changing	TX	31.1169	-97.7274
Kerrville	Changing	TX	30.0516	-99.1453
Katy	Changing	TX	29.7877	-95.8233
Italy	Changing	TX	32.1861	-96.8882
Irving	Changing	TX	32.8135	-96.9555
Humble	Changing	TX	30.0002	-95.2686
Houston	Changing	TX	29.7606	-95.3697
Haltom City	Changing	TX	32.8096	-97.2746
Hallsville	Changing	TX	32.5046	-94.5734
Grapevine	Changing	TX	32.9395	-97.0784
Gilmer	Changing	TX	32.7297	-94.9448
Georgetown	Changing	TX	30.6379	-97.677
Garland	Changing	TX	32.9143	-96.6365
Galveston	Changing	TX	29.2953	-94.8079
Fort Worth	Changing	TX	32.751	-97.3309
Flower Mound	Changing	TX	33.0344	-97.0579
Florence	Changing	TX	30.8414	-97.7936
Flint	Changing	TX	32.2041	-95.349
Fairfield	Changing	TX	31.7251	-96.1622
Euless	Changing	TX	32.8397	-97.0915
Ennis	Changing	TX	32.3296	-96.6237
El Paso	Changing	TX	31.7592	-106.4875
Dickinson	Changing	TX	29.4608	-95.0503
Denton	Changing	TX	33.2166	-97.1316
Decatur	Changing	TX	33.2347	-97.586
Dallas	Changing	TX	32.7782	-96.7954
Cypress	Changing	TX	29.9758	-95.6779
Crowley	Changing	TX	32.579	-97.3579
Corpus Christi	Changing	TX	27.7964	-97.4037
Copperas Cove	Changing	TX	31.1242	-97.9036
College Station	Changing	TX	30.6205	-96.3259
Chester	Changing	TX	30.9268	-94.5995
Channing	Changing	TX	35.6832	-102.3298
Cedar Park	Changing	TX	30.5066	-97.8219
Carrollton	Changing	TX	32.9756	-96.8902
Buda	Changing	TX	30.0813	-97.8432
Breckenridge	Changing	TX	32.7554	-98.9019
Bowie	Changing	TX	33.5594	-97.8484
Ballinger	Changing	TX	31.7396	-99.9471
Avinger	Changing	TX	32.8969	-94.5509
Austin	Changing	TX	30.2676	-97.743
Anthony	Changing	TX	31.9987	-106.6032
Anson	Changing	TX	32.7513	-99.8968
Amarillo	Changing	TX	35.2073	-101.8339
Abilene	Changing	TX	32.4492	-99.7414
